Country,City,Area,Area_Clean,Count,Relevant_Week,Relevant_Date,Runtime
India,Ahmedabad,Satellite,Satellite,357,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Ahmedabad,Vastrapur,Vastrapur,230,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Ahmedabad,C G Road,C G Road,92,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Ahmedabad,Gurukul,Gurukul,86,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Ahmedabad,Thaltej,Thaltej,280,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Ahmedabad,Ashram Road,Ashram Road,91,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Ahmedabad,Chandkheda,Chandkheda,417,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Ahmedabad,Bopal,Bopal,480,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Ahmedabad,Sola,Sola,174,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Ahmedabad,Airport Gandhinagar Highway,Airport Gandhinagar Highway,286,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Ahmedabad,Ellis Bridge,Ellis Bridge,65,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Ahmedabad,Infocity,Infocity,183,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Ahmedabad,Ambavadi,Ambavadi,114,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Ahmedabad,Mani Nagar,Mani Nagar,280,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Ahmedabad,Naranpura,Naranpura,149,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Ahmedabad,Gota,Gota,288,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Ahmedabad,Paldi,Paldi,141,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Ahmedabad,Gulbai Tekra,Gulbai Tekra,39,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Ahmedabad,Adalaj,Adalaj,136,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Ahmedabad,Lal Darwaja,Lal Darwaja,30,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Ahmedabad,Naroda,Naroda,320,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Ahmedabad,Sarkhej,Sarkhej,119,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Ahmedabad,Ghatlodia,Ghatlodia,114,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Ahmedabad,Vejalpur,Vejalpur,125,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Ahmedabad,Shahibagh,Shahibagh,126,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Ahmedabad,Vasna,Vasna,48,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Jaipur,C Scheme,C Scheme,253,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Jaipur,Malviya Nagar,Malviya Nagar,522,Week 14-2023,2023-04-07,2023-04-07 22:38:18
