,0,1,2
712,reva electric car co,reva electric car co,True
713,xcmg construction machinery co,xcmg construction machinery co,True
714,xyz,xyz,True
715,xyz1,xyz,False
716,xyz2,xyz,False
717,a & z motor co,a & z motor co,True
718,a trailers,a trailers,True
719,aakar trailers,a trailers,False
720,amo mobility solutions,amo mobility solutions,True
721,delta autocorp llp,delta autocorp llp,True
722,deva trailers,a trailers,False
723,hampi tractors,hampi tractors,True
724,hooghly mills projects,hooghly motors,False
725,hooghly motors,hooghly motors,True
726,indra trailors,indra trailors,True
727,surya trailers,a trailers,False
728,veda trailers,a trailers,False
729,ahmed motors,ahmed motors,True
730,alpha services,alpha services,True
731,jcbl,jcbl,True
732,p v p,p v p,True
733,shri engineering works,shri laxmi engineering works,False
734,shri laxmi agri works,shri laxmi engineering works,False
735,shri laxmi agriculture,shri laxmi engineering works,False
736,shri laxmi engineering works,shri laxmi engineering works,True
737,shri laxmi industries,shri laxmi engineering works,False
738,shri laxmi welding works,shri laxmi engineering works,False
739,shri maa engineering works,shri laxmi engineering works,False
740,shri nisha engineering works,shri laxmi engineering works,False
741,shri vela engineering works,shri laxmi engineering works,False
742,shrikanth engineering works,shri laxmi engineering works,False
743,sri laxmi engineering & motor works,shri laxmi engineering works,False
744,sri laxmi sai engineering works,shri laxmi engineering works,False
745,sri sai engineering works,shri laxmi engineering works,False
746,yo bike,yo bike,True
747,aman automobiles,aman automobiles,True
748,arna electric auto,arna electric auto,True
749,shri namo electric automotive,shri namo electric automotive,True
750,top team machines,top team machines,True
751,a k gupta & co,a k gupta & co,True
752,him teknoforge,him teknoforge,True
753,r n gupta & co,a k gupta & co,False
754,sutlaj motors,sutlaj motors,True
755,uma auto industries,uma auto industries,True
756,victor agro industries,victor agro industries,True
757,asia motors work,asia motors work,True
758,dao evtech,dao evtech,True
759,erisha e mobility,erisha e mobility,True
760,jagmohan allied auto ind,jagmohan allied auto ind,True
761,leeboy india,leeboy india,True
762,leeboy india construction equipment,leeboy india,False
763,needle eye plastic industries,needle eye plastic industries,True
764,new arcana india,new arcana india,True
765,sahnianand e vehicles,sahnianand e vehicles,True
766,pashupati vehicle,pashupati vehicles,False
767,pashupati vehicles,pashupati vehicles,True
768,suzuki japan,suzuki japan,True
769,suzuki textiles,suzuki japan,False
770,eicher motors,eicher motors,True
771,hamm ag,hamm ag,True
772,jt special vehicles,jt special vehicles,True
773,khalsa agencies,khalsa agencies,True
774,new gurdial agro industries,new gurdial agro industries,True
775,rasandik engineering,rasandik engineering,True
776,rasandik engineering industries india,rasandik engineering,False
777,rasandik motors,rasandik engineering,False
778,rasandik vehicles,rasandik engineering,False
779,akshar agro industries,lakshmi agro industries,False
780,amar agro ind,amar agro ind,True
781,lakshmi agro industries,lakshmi agro industries,True
782,shakthi agro industries,lakshmi agro industries,False
783,xuzhou construction co,xuzhou construction machinery group co china,False
784,xuzhou construction machinery group co china,xuzhou construction machinery group co china,True
785,accretion power autos,accretion power autos,True
786,adapt motors,adapt motors,True
787,mew electricals,mew electricals,True
788,mithu bajrang eng works,mithu bajrang eng works,True
789,simpsons company,simpsons company,True
790,standard tractors,standard tractors,True
791,ajay agro enterprises sbp,ajay agro enterprises sbp,True
792,chandana corporation,chandana corporation,True
793,dynapac road construction equipment india,dynapac road construction equipment india,True
794,euler motors,euler motors,True
795,sany heavy int pr c,sany heavy int pr c,True
796,vishal agricultural works,vishal agricultural works,True
797,vishal engineering works,vishal agricultural works,False
798,amman engineering company,amman engineering company,True
799,ard exim,ard exim,True
800,bhawani agro industries,bhawani industries,False
801,bhawani industries,bhawani industries,True
802,d s r automotives (india),d s r automotives (india),True
803,dodge motors,dodge motors,True
804,green technologies,green technologies,True
805,jiangsu aima (importer: future ev),jiangsu aima (importer: quantum energy),False
806,jiangsu aima (importer: quantum energy),jiangsu aima (importer: quantum energy),True
807,krishna agro industries,krishna industries,False
808,krishna engineering,krishna industries,False
809,krishna engineering works,krishna industries,False
810,krishna exports,krishna industries,False
811,krishna hydro energy,krishna industries,False
812,krishna industries,krishna industries,True
813,krishna mechanical works,krishna industries,False
814,krishna overseas industries,krishna industries,False
815,krishna tissues,krishna industries,False
816,krishnae infrastructure,krishna industries,False
817,malkit agro industries,malkit agro industries,True
818,malkit agro tech,malkit agro industries,False
819,om sakthi trailer,om sakthi trailer,True
820,pmi electro mobility solutions,pmi electro mobility solutions,True
821,ramkrishna iron works,krishna industries,False
822,srikrishna engineering works nlg,krishna industries,False
823,tps infrastructure,tps infrastructure,True
824,two friends auto electric co,two friends auto electric co,True
825,uttam construction equipments,uttam construction equipments,True
826,venus auto industries,venus auto industries,True
827,venus auto wheels,venus auto industries,False
828,victoria e vehicles,victoria e vehicles,True
829,yezdi motors,yezdi motors,True
830,bhagat agro industries,bhagat agro industries,True
831,bhagwan agro industries,bhagat agro industries,False
832,gayatri electric vehicles,gayatri electric vehicles,True
833,speed crafts,speed crafts,True
834,vectra advanced engineering,vectra advanced engineering (p),False
835,vectra advanced engineering (p),vectra advanced engineering (p),True
836,divanshu automobiles,divanshu automobiles,True
837,divansu automobiles,divanshu automobiles,False
838,j s j s auto (kanpur,j s j s auto (kanpur,True
839,kgn,kgn industries,False
840,kgn engg works,kgn industries,False
841,kgn enterprises,kgn industries,False
842,kgn industries,kgn industries,True
843,mini,mini metro,False
844,mini metro,mini metro,True
845,a b k agro industries,j s agro industries,False
846,andhra pradesh scooters,andhra pradesh scooters,True
847,bengal energy,bengal motors,False
848,bengal motors,bengal motors,True
849,citygreen auto & petro chemicals (p),citygreen auto & petro chemicals (p),True
850,g b agro industries,j s agro industries,False
851,g k agro industries,j s agro industries,False
852,gamzen infrastructure,gamzen infrastructure,True
853,gamzen plast,gamzen infrastructure,False
854,j b engineering industries,j s agro industries,False
855,jose agro industries,j s agro industries,False
856,jvl agro industries,j s agro industries,False
857,k k agro industries,j s agro industries,False
858,lmv,lmv,True
859,meghraj engineering works,raj engineering works,False
860,r k agro industries,j s agro industries,False
861,raj engineering works,raj engineering works,True
862,rajesh engineering works,raj engineering works,False
863,vishwas co op bank,vishwas industries,False
864,vishwas equipment,vishwas industries,False
865,vishwas industries,vishwas industries,True
866,vishwas marketing services,vishwas industries,False
867,arihant enterprises,arihant enterprises,True
868,arihant motors,arihant enterprises,False
869,arihant retail,arihant enterprises,False
870,demag demag hc 340,demag demag hc 340,True
871,public,republic motors,False
872,republic,republic motors,False
873,republic motors,republic motors,True
874,tirth agro tech,tirth agro technology,False
875,tirth agro technology,tirth agro technology,True
876,tirth hygiene technology,tirth agro technology,False
877,cometto trailer,cometto trailer,True
878,j s auto,j s auto,True
879,jbm auto,jbm auto,True
880,jbm industries,jbm auto,False
881,paarth sarthi automotive engineers,paarth sarthi automotive engineers,True
882,ramdoot trailor,shri ram trailor,False
883,shri ram trailor,shri ram trailor,True
884,shri ramdoot trailor,shri ram trailor,False
885,chehak batteries,chehak batteries,True
886,jyoti,jyoti industries,False
887,jyoti agro industries,jyoti industries,False
888,jyoti engineering works,jyoti industries,False
889,jyoti industries,jyoti industries,True
890,jyoti infrastructure,jyoti industries,False
891,jyoti portfolio,jyoti industries,False
892,jyoti power corp,jyoti industries,False
893,jyoti steel industries,jyoti industries,False
894,jyoti structures,jyoti industries,False
895,jyoti trailer,jyoti industries,False
896,shri jyoti steel industries,jyoti industries,False
897,tractor india,tractor india,True
898,wuxi saige electric (importer: delta autocorp llp),wuxi saige electric (importer: delta autocorp llp),True
899,kirol ghatge patil auto,kirol ghatge patil auto,True
900,zoomlion india,zoomlion india,True
901,eco fuel systems,eco fuel systems,True
902,energy electric vehicles,energy electric vehicles,True
903,g k rickshaw,g k rickshaw,True
904,ishwar farmline equipments,ishwar farmline equipments,True
905,jai bhavani engineering works,jai bhavani engineering works,True
906,jai bhavani engineering works sanga reddy,jai bhavani engineering works,False
907,jai bhavani industries,jai bhavani engineering works,False
908,jaya bhavani engineering works,jai bhavani engineering works,False
909,kisan agro industries,kisan agro industries,True
910,kisan agro product industries,kisan agro industries,False
911,kissna engg works,kissna engg works,True
912,sathi motors electric vehicle,sathi motors electric vehicle,True
913,sec-rjmt engineering,sec-rjmt engineering,True
914,seth industrial corporation,seth industrial corporation,True
915,supertech,supertech inc,False
916,supertech inc,supertech inc,True
917,supertech realtors,supertech inc,False
918,supertech township project,supertech inc,False
919,vikram auto,vikram auto,True
920,vishwas trailer weld work,vishwas trailer weld work,True
921,arasan & co,arasan & co,True
922,arrow automotive,arrow automotive,True
923,bajrang agro engg,bajrang agro industries,False
924,bajrang agro industries,bajrang agro industries,True
925,bharat agro industries,bharat metal industries,False
